Data_type,Size,Features,Task,Model,Hyperparameters,Accuracy,Carbon_Emissions_kg
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.18000102043152,0.0001004512653173
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",98.71000051498412,4.274865806894806e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.79000186920166,5.859441789218082e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",99.01000261306764,8.639627507678977e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.87999892234802,5.278217176281039e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",98.90999794006348,8.181618932854059e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.9199995994568,8.838891878393205e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.90000224113464,0.0001030309078283
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",98.8099992275238,9.621009344639612e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.83999824523926,9.18014707300902e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",98.83000254631042,5.482911902292825e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",98.76999855041504,7.766625477375412e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.04999732971191,0.000149124410714
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.04999828338624,0.0001011513876123
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.90000224113464,5.8065871672300096e-05
Image,40000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.57000112533568,0.000139487139106
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.8099992275238,0.067787546559202
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.01000261306764,0.0304085632538779
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",99.21000003814696,0.0001395743027133
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.2799997329712,0.0001736889797042
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",97.96000123023988,0.015562110228634
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.68000149726868,9.93827485763504e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.8099992275238,0.054523967179478
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.32000136375429,0.018355749601912
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",99.05999898910522,4.744982839985754e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.90999794006348,0.05375237550136
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",98.8099992275238,0.019338866802852
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",98.83999824523926,0.010472333344125
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.15000200271606,0.0342126871922099
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.9199995994568,0.012917007330583
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.22000169754028,4.029149230976641e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.57000112533568,4.6182148805047365e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",98.07999730110168,0.009958622703007
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",98.07000160217284,0.010399635449414
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.54000210762024,0.029286702903038
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.87999892234802,0.0001028687917902
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.9199995994568,6.313509718436582e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",98.72000217437744,4.820853992540253e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.11999702453612,0.0002100527908636
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.36000204086304,5.327158219660878e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.1599977016449,9.826306391945776e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",99.00000095367432,5.8117576180479473e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",98.14000129699708,3.545368351227676e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",99.04999732971191,0.0001692207517406
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.50999712944032,7.736345238483826e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.25000166893004,0.018713659312142
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",98.96000027656557,5.749039287003737e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.2900013923645,0.038840148839785
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.14000034332275,9.316909480491412e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",98.87999892234802,0.015929268094593
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.01999831199646,7.345069200043265e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.00000095367432,4.787502586717511e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",98.86999726295473,8.915334122476729e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.18000102043152,8.694553968956828e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 10}",98.94999861717224,0.0001042989629601
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.01000261306764,4.350565414475589e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.08999800682068,4.161957553647658e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 10}",99.00000095367432,0.034221456435231
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.15000200271606,4.371065552536085e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.94999861717224,5.297726434801626e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",99.05999898910522,7.800064314664319e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",99.08000230789185,4.153730000189945e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",99.01000261306764,6.591146592358972e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",99.04999732971191,0.0001438506910169
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.04000163078308,8.014838890400968e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.9199995994568,8.637771881058892e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.7600028514862,2.841953139208492e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.53000044822691,0.024710303945606
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.82000088691711,2.371280800532808e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.05999898910522,9.144335870548677e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.989999294281,0.0001332595907624
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.02999997138976,5.438681452489658e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.94999861717224,5.6409407658165005e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.61000180244446,0.02882268896586
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.04999732971191,9.972188606931856e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.02999997138976,0.0001543644769681
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.69999885559082,5.638365626812794e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.23999905586244,0.0318393711041
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.9400029182434,0.009229314345545
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.07000064849854,9.141656237079616e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.08999800682068,0.0001176136288325
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.08000230789185,5.41295999999122e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",97.51999974250792,4.5673721575676e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.04000163078308,5.2090536117179545e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.76999855041504,0.012270242734933
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.97000193595886,0.027583354221781
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",99.15000200271606,0.029974763689696
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.37999939918518,0.016585041287984
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.08000230789185,3.342433381526136e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.19999837875366,4.317480426049227e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.19999837875366,0.021638077326044
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.8099992275238,0.030983501621196
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.1100013256073,0.012662319224608
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.9799976348877,4.1722219241621485e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",98.7500011920929,0.010938040937937
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.07000064849854,0.028443990653087
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.14000034332275,9.052369464785504e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",98.9400029182434,0.007972147231653
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.01999831199646,4.244125404374701e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",99.12999868392944,5.524714260309786e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.90000224113464,4.925048814976057e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",98.97000193595886,5.6776993922273925e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.1699993610382,8.276229063025443e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.15000200271606,0.0001039754977842
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",99.07000064849854,0.0001203542239694
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.1100013256073,0.0001088994182802
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",98.84999990463255,6.919851234057766e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",98.90000224113464,9.858981292328326e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.1100013256073,0.0001914895189659
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.54999780654909,0.0001275981198115
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.02999997138976,7.211921964163744e-05
Image,50000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.79000186920166,0.0001776976344408
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.65999817848206,0.080843321102479
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.02999997138976,0.035713770863976
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",99.22000169754028,0.0001680806544409
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.26000237464903,0.061662184692394
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.10000061988832,6.402431224747655e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.1699993610382,0.037494160551694
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.96000027656557,0.0002267650470224
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.3299970626831,7.976172923737793e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",99.1100013256073,0.035053823525918
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",99.05999898910522,0.082522734306674
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.04999732971191,0.037140460531405
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",99.04999732971191,6.457403609124263e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.2900013923645,0.057637534017328
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.90999794006348,0.022676744841528
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.9799976348877,0.02206093909569
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.6299991607666,0.025655028389304
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",98.36000204086304,6.495573081666672e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",98.11999797821044,0.018074630674166
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.64000082015993,0.050964724424783
