Data_type,Size,Features,Task,Model,Hyperparameters,Accuracy,Carbon_Emissions_kg
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.54999780654909,0.009300678389375
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 10}",97.2599983215332,3.069891212565235e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",97.8600025177002,2.0271719929269583e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",97.5600004196167,1.5585087522658203e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 10}",97.39999771118164,3.5771457517323635e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",98.25000166893004,0.0061969897482159
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.18999767303468,1.898948688321845e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",97.51999974250792,2.429771245184628e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",98.07000160217284,1.3204306230729974e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",97.8600025177002,1.986683311694412e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",98.30999970436096,4.207970148401394e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",98.28000068664552,0.006920381381753
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",96.86999917030334,3.14248804439079e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",97.78000116348268,0.003325477485976
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",97.04999923706056,2.9649912053880377e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.089998960495,1.0845189877986329e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.29999804496764,0.007419005649012
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",97.83999919891356,3.531415078860044e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",97.49000072479248,1.3253685152080016e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",97.89000153541564,1.970799879361219e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",96.53000235557556,0.006953335437558
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.33999872207642,3.454064356117132e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",98.42000007629396,0.01429991916549
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",96.3100016117096,1.7665398572348785e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",98.22999835014345,0.009351039977516
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",97.03999757766724,1.1076675461918844e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",98.32000136375429,3.070716358233761e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",98.4000027179718,3.924706325302194e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",98.12999963760376,2.3168909579332053e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",94.5800006389618,1.4767366922017024e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",97.94999957084656,0.00539295840324
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",97.9200005531311,1.454239376159721e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.33999872207642,2.2427320313084048e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",98.18999767303468,0.010091085589575
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",95.57999968528748,1.3194221684896076e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.01999926567078,1.062487307607274e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",97.39999771118164,1.58195379036771e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",98.40999841690063,2.547063253365845e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",96.57999873161316,0.008069428070968
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",97.89999723434448,1.977614574131039e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.00999760627748,1.41087357466548e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",97.65999913215636,0.003839587655236
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",98.39000105857848,0.009776551303758
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.47000241279602,2.2923700321458943e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",97.68999814987184,0.003527898657759
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",97.82999753952026,0.004498744512195
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",97.9200005531311,2.164212650707961e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",97.99000024795532,0.004106813512934
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",98.29000234603882,0.0065551241622459
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.46000075340272,2.3733097542648307e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.04999828338624,2.398497472716983e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",98.14000129699708,0.007541634270981
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.25000166893004,1.9007281879551767e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",97.64000177383424,0.004409111066366
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",97.94999957084656,2.0565152636419143e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",98.29999804496764,0.0111510353770639
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",96.670001745224,2.607809202928664e-05
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.0400025844574,0.004608968933034
Image,10000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",97.11999893188477,0.009689201516407
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",97.82000184059144,8.053282472630001e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",98.54000210762024,4.031137348456132e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",98.86000156402588,5.490651814911736e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",98.86000156402588,6.860511628287128e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",96.3599979877472,2.172741439767349e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.79000186920166,4.159221297205588e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.35000038146973,7.28023665103622e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",96.90999984741212,2.6566076608695657e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",98.60000014305116,3.898913419151571e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.14000129699708,9.093102525689585e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",98.3299970626831,4.209286659089391e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",98.28000068664552,2.2660855169086755e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",98.65000247955322,6.454422481859435e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.2200026512146,2.5916325084509388e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.53000044822691,2.470612052059134e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",97.6199984550476,2.8762604130326325e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",96.78999781608582,1.85813293362292e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",96.32999897003174,2.0062517972944262e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",97.7500021457672,5.707712922781075e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.47000241279602,5.8425385990243874e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.48999977111816,3.659927666152509e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",97.87999987602234,2.825758277502884e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",98.86999726295473,9.88391080547394e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",97.53999710083008,3.244759501611413e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",98.6299991607666,5.7806314408821686e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",98.53000044822691,3.408055564122564e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",97.06000089645386,2.270672669588269e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",98.71000051498412,9.150948296240528e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",97.25000262260436,4.387743590396886e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",96.74000144004822,2.9496890501661963e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",98.25000166893004,3.018767850242691e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",98.65000247955322,6.895223989541649e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",98.72999787330627,5.262358418022171e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",98.25999736785889,2.518086756324535e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",98.54999780654909,4.9672097647944114e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.21000099182127,2.2295776451905845e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",98.68000149726868,4.929123691955858e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.9199995994568,6.102262343480103e-05
Image,20000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 10}",98.30999970436096,5.655842745859125e-05
